timestamp,source_ip,destination_ip,port,protocol,packet_count,duration,failed_attempts,label,source_ip_encoded,destination_ip_encoded,protocol_ICMP,protocol_TCP,protocol_UDP,port_scaled,packet_count_scaled,duration_scaled,failed_attempts_scaled,source_ip_encoded_scaled,destination_ip_encoded_scaled,hour,minute,is_business_hours,connection_frequency,unique_destination_count,unique_port_count,port_usage_count,avg_session_duration_by_ip,failed_attempts_by_ip,packets_per_second,anomaly_score,ml_prediction,ml_anomaly,detection_method
2026-04-01 08:35:00,10.0.0.46,172.16.0.38,443,ICMP,40.0,1.261,0,normal,167772206,2886729766,1,0,0,-0.2435136816564985,-0.2601418821549079,-1.0073114390975573,-0.2889291708050942,-0.30124831506165584,-0.12700562734381327,8,35,1,9,9,5,4,5.292222222222223,2,31.69572107765452,-0.029938507495600564,-1,True,machine_learning
2026-04-01 08:37:00,203.0.113.11,172.16.0.19,5900,TCP,742.0,0.768,53,attack,3405803787,2886729747,0,1,0,2.3298540563500056,2.070176585266825,-1.1221205109923929,4.608488653382572,3.319522659294585,-0.9556824030850061,8,37,1,6,5,6,1,0.6531666666666667,244,964.889466840052,-0.12816048106601408,-1,True,machine_learning
2026-04-01 08:47:00,203.0.113.14,172.16.0.61,25,TCP,1005.0,0.391,56,attack,3405803790,2886729789,0,1,0,-0.4406307266421534,2.9432161250558786,-1.2099156836178553,4.885700983053572,3.3195226626491885,0.8761294169744728,8,47,1,8,8,5,3,0.53687,309,2563.7755102040815,-0.09962495725384946,-1,True,machine_learning
2026-04-01 08:48:00,10.0.1.130,172.16.0.19,443,ICMP,38.0,1.595,0,normal,167772546,2886729747,1,0,0,-0.2435136816564985,-0.2667809661076764,-0.929530039477121,-0.2889291708050942,-0.3012479348732295,-0.9556824030850061,8,48,1,8,8,4,4,8.80725,0,23.80952380952381,-0.011774599653382567,-1,True,machine_learning
2026-04-01 08:54:00,10.0.0.243,172.16.0.9,8080,UDP,33.0,2.505,0,normal,167772403,2886729737,0,0,1,3.3578807502943304,-0.28337867598959754,-0.7176106572777287,-0.2889291708050942,-0.3012480947760088,-1.3918280745277392,8,54,1,3,3,3,1,5.743333333333333,0,13.168395849960097,-0.0027863902264299023,-1,True,machine_learning
2026-04-01 08:56:00,10.0.0.192,172.16.0.65,443,TCP,36.0,6.303,1,normal,167772352,2886729793,0,1,0,-0.2435136816564985,-0.27342005006044484,0.16686166535226238,-0.1965250609147609,-0.3012481518042728,1.050587685551566,8,56,1,11,10,4,5,7.159909090909091,4,5.710659898477157,-0.009964937865997947,-1,True,machine_learning
2026-04-01 08:59:00,203.0.113.13,172.16.0.17,3389,TCP,1597.0,0.826,21,attack,3405803789,2886729745,0,1,0,1.145737070802208,4.908384975075346,-1.1086135613577064,1.6515571368919058,3.3195226615309874,-1.0429115373735527,8,59,1,10,10,5,2,0.9763999999999999,306,1931.0761789600967,-0.1277895343080705,-1,True,machine_learning
2026-04-01 09:03:00,203.0.113.29,172.16.0.43,4444,TCP,657.0,0.253,42,attack,3405803805,2886729771,0,1,0,1.6432454020459064,1.7880155172741647,-1.2420529086107301,3.5920434445889056,3.3195226794222075,0.09106720837755326,9,3,1,11,11,7,1,0.38517454545454544,432,2586.6141732283463,-0.1390576184948894,-1,True,machine_learning
2026-04-01 09:05:00,10.0.0.24,172.16.0.71,8080,TCP,38.0,20.154269999999993,0,normal,167772184,2886729799,0,1,0,3.3578807502943304,-0.2667809661076764,3.392523842359927,-0.2889291708050942,-0.3012483396620834,1.3122750884172059,9,5,1,5,5,4,2,10.140653999999998,1,1.8853629844700672,-0.005792358939317732,-1,True,machine_learning
2026-04-01 09:13:00,203.0.113.15,172.16.0.30,3389,TCP,494.0,1.012,50,attack,3405803791,2886729758,0,1,0,1.145737070802208,1.2469301751235347,-1.0652981711499183,4.331276323711572,3.31952266376739,-0.4759221644979997,9,13,1,11,10,6,3,0.6446363636363637,431,487.66041461006915,-0.13059144695545233,-1,True,machine_learning
2026-04-01 09:35:00,203.0.113.15,172.16.0.61,21,TCP,873.0,1.093,51,attack,3405803791,2886729789,0,1,0,-0.4425170141539779,2.5050365841731597,-1.0464350173497527,4.4236804336019055,3.31952266376739,0.8761294169744728,9,35,1,11,10,6,1,0.6446363636363637,431,797.9890310786107,-0.12396645213441382,-1,True,machine_learning
2026-04-01 09:36:00,10.0.1.134,172.16.0.10,80,ICMP,49.0,4.659,0,normal,167772550,2886729738,1,0,0,-0.41469427335456727,-0.2302660043674498,-0.2159904932585079,-0.2889291708050942,-0.30124793040042447,-1.3482135073834658,9,36,1,9,9,3,5,6.217333333333333,1,10.515021459227468,-0.029931369551426834,-1,True,machine_learning
2026-04-01 09:45:00,10.0.1.134,172.16.0.30,80,ICMP,34.0,6.678,0,normal,167772550,2886729758,1,0,0,-0.41469427335456727,-0.2800591340132133,0.25419108109377014,-0.2889291708050942,-0.30124793040042447,-0.4759221644979997,9,45,1,9,9,3,5,6.217333333333333,1,5.090582422518341,-0.003590278862963703,-1,True,machine_learning
2026-04-01 09:51:00,10.0.1.125,172.16.0.32,3306,UDP,41.0,10.761,1,normal,167772541,2886729760,0,0,1,1.1065966049318507,-0.2568223401785237,1.205033759687307,-0.1965250609147609,-0.30124794046423575,-0.38869303020945306,9,51,1,7,5,6,1,5.074714285714285,1,3.809700799107973,-0.02651009614072808,-1,True,machine_learning
2026-04-01 10:00:00,10.0.1.5,172.16.0.30,8080,TCP,46.0,2.539,1,normal,167772421,2886729758,0,1,0,3.3578807502943304,-0.2402246302966025,-0.7096927902504986,-0.1965250609147609,-0.3012480746483862,-0.4759221644979997,10,0,1,7,7,4,2,5.245,4,18.11023622047244,-0.017213477353004936,-1,True,machine_learning
2026-04-01 10:02:00,10.0.1.56,172.16.0.3,8080,UDP,42.0,5.421,0,normal,167772472,2886729731,0,0,1,3.3578807502943304,-0.25350279820213945,-0.038537120471763914,-0.2889291708050942,-0.30124801762012227,-1.653515477393379,10,2,1,12,12,4,1,5.4535833333333334,1,7.746219107340464,-0.037560686461391435,-1,True,machine_learning
2026-04-01 10:14:00,203.0.113.17,172.16.0.30,21,TCP,405.0,0.383,12,attack,3405803793,2886729758,0,1,0,-0.4425170141539779,0.9514909392253378,-1.2117787111536742,0.8199201478789058,3.319522666003792,-0.4759221644979997,10,14,1,8,8,5,4,0.702875,245,1054.6875,-0.10146406210957726,-1,True,machine_learning
2026-04-01 10:16:00,203.0.113.14,172.16.0.51,21,TCP,1540.0,0.17298,50,attack,3405803790,2886729779,0,1,0,-0.4425170141539779,4.719171082421444,-1.260687841537758,4.331276323711572,3.3195226626491885,0.4399837455317397,10,16,1,8,8,5,1,0.53687,309,8851.592137027244,-0.09464411234729275,-1,True,machine_learning
2026-04-01 10:18:00,203.0.113.10,172.16.0.3,5900,TCP,711.0,0.17298,23,attack,3405803786,2886729731,0,1,0,2.3298540563500056,1.9672707839989134,-1.260687841537758,1.8363653566725724,3.3195226581763837,-1.653515477393379,10,18,1,9,8,6,2,0.66922,306,4086.6766294976437,-0.1331639790634498,-1,True,machine_learning
2026-04-01 10:29:00,10.0.0.155,172.16.0.64,8080,TCP,32.0,14.575,1,normal,167772315,2886729792,0,1,0,3.3578807502943304,-0.28669821796598177,2.0932321373889358,-0.1965250609147609,-0.30124819317771917,1.0069731184072928,10,29,1,7,7,4,2,7.135285714285714,3,2.1953896816684964,-0.000595556605355374,-1,True,machine_learning
2026-04-01 10:31:00,203.0.113.33,172.16.0.38,3389,TCP,1465.0,0.896,20,attack,3405803809,2886729766,0,1,0,1.145737070802208,4.470205434192627,-1.0923120704192915,1.5591530270015725,3.3195226838950123,-0.12700562734381327,10,31,1,7,6,5,1,0.70714,200,1633.2218506131549,-0.11059948964796018,-1,True,machine_learning
2026-04-01 10:57:00,10.0.1.12,172.16.0.80,53,UDP,38.0,8.744,0,normal,167772428,2886729808,0,0,1,-0.42742671405938226,-0.2667809661076764,0.7353179422189838,-0.2889291708050942,-0.30124806682097743,1.7048061927156655,10,57,1,10,10,6,1,5.2291,1,4.345340194396798,-0.0006806932118391673,-1,True,machine_learning
2026-04-01 10:58:00,203.0.113.23,172.16.0.54,21,TCP,1091.0,0.913,9,attack,3405803799,2886729782,0,1,0,-0.4425170141539779,3.228696735024923,-1.0883531369056765,0.5427078182079058,3.319522672713,0.5708274469645597,10,58,1,8,8,4,2,0.783875,286,1193.6542669584244,-0.10025566649755269,-1,True,machine_learning
2026-04-01 11:01:00,203.0.113.30,172.16.0.72,4444,TCP,913.0,0.536,43,attack,3405803806,2886729800,0,1,0,1.6432454020459064,2.637818263228529,-1.1761483095311391,3.684447554479239,3.3195226805404086,1.355889655561479,11,1,1,9,8,7,1,0.589,280,1700.1862197392923,-0.1380394709588587,-1,True,machine_learning
2026-04-01 11:08:00,203.0.113.21,172.16.0.66,23,TCP,1034.0,1.001,28,attack,3405803797,2886729794,0,1,0,-0.44157387039806567,3.0394828423710214,-1.0678598340116694,2.2983859061242393,3.3195226704765974,1.0942022526958393,11,8,1,8,8,5,2,0.5983700000000001,281,1031.9361277445112,-0.1025483371738719,-1,True,machine_learning
2026-04-01 11:15:00,203.0.113.31,172.16.0.46,3389,UDP,372.0,0.17298,27,attack,3405803807,2886729774,0,0,1,1.145737070802208,0.841946054004658,-1.260687841537758,2.205981796233906,3.31952268165861,0.22191090981037317,11,15,1,8,7,6,2,0.59862,257,2138.1768019312567,-0.14074921314943178,-1,True,machine_learning
2026-04-01 11:19:00,203.0.113.21,172.16.0.15,23,TCP,1623.1199999999972,0.461,47,attack,3405803797,2886729743,0,1,0,-0.44157387039806567,4.995091411498493,-1.1936141926794406,4.054063994040572,3.3195226704765974,-1.1301406716620992,11,19,1,8,8,5,2,0.5983700000000001,281,3513.2467532467467,-0.10091996160791195,-1,True,machine_learning
2026-04-01 11:20:00,10.0.1.50,172.16.0.19,8080,UDP,41.0,5.474,0,normal,167772466,2886729747,0,0,1,3.3578807502943304,-0.2568223401785237,-0.02619456304696416,-0.2889291708050942,-0.3012480243293298,-0.9556824030850061,11,20,1,5,5,2,1,9.896454,3,7.488584474885844,-0.021486812485974394,-1,True,machine_learning
2026-04-01 11:23:00,203.0.113.28,172.16.0.6,21,TCP,559.0,0.306,32,attack,3405803804,2886729734,0,1,0,-0.4425170141539779,1.46270040358851,-1.2297103511859304,2.6680023456855726,3.3195226783040064,-1.522671775960559,11,23,1,13,12,7,5,0.664076923076923,422,1820.8469055374594,-0.1485642946435155,-1,True,machine_learning
2026-04-01 11:31:00,203.0.113.34,172.16.0.55,3389,TCP,638.0,0.813,42,attack,3405803810,2886729783,0,1,0,1.145737070802208,1.7249442197228644,-1.111640981103412,3.5920434445889056,3.319522685013214,0.6144420141088329,11,31,1,9,9,5,3,0.5548822222222223,286,783.7837837837839,-0.11589168363997215,-1,True,machine_learning
2026-04-01 11:39:00,10.0.0.41,172.16.0.22,8080,TCP,28.0,1.031,1,normal,167772201,2886729750,0,1,0,3.3578807502943304,-0.2999763858715187,-1.0608734807523488,-0.1965250609147609,-0.3012483206526621,-0.8248387016521861,11,39,1,11,10,4,2,4.800636363636364,1,27.13178294573644,-0.00821582025116796,-1,True,machine_learning
2026-04-01 11:43:00,203.0.113.13,172.16.0.13,25,UDP,434.0,0.965,11,attack,3405803789,2886729741,0,0,1,-0.4406307266421534,1.0477576565404807,-1.0762434579228541,0.7275160379885725,3.3195226615309874,-1.217369805950646,11,43,1,10,10,5,3,0.9763999999999999,306,449.2753623188406,-0.12133998539943391,-1,True,machine_learning
2026-04-01 11:46:00,10.0.0.5,172.16.0.80,22,UDP,40.0,6.392,2,normal,167772165,2886729808,0,0,1,-0.44204544227602177,-0.2601418821549079,0.187587846688247,-0.10412095102442759,-0.30124836090790724,1.7048061927156655,11,46,1,7,7,4,1,5.149285714285715,4,6.256843422493351,-0.028936637646536423,-1,True,machine_learning
2026-04-01 11:48:00,203.0.113.23,172.16.0.35,3389,TCP,1623.1199999999972,0.274,34,attack,3405803799,2886729763,0,1,0,1.145737070802208,4.995091411498493,-1.2371624613292058,2.852810565466239,3.319522672713,-0.2578493287766332,11,48,1,8,8,4,3,0.783875,286,5902.254545454534,-0.10957598500324872,-1,True,machine_learning
2026-04-01 11:49:00,203.0.113.26,172.16.0.20,3389,TCP,416.0,0.381,12,attack,3405803802,2886729748,0,1,0,1.145737070802208,0.9880059009655644,-1.2122444680376288,0.8199201478789058,3.3195226760676038,-0.9120678359407327,11,49,1,12,12,5,4,0.4252466666666666,451,1089.0052356020942,-0.1439543570609555,-1,True,machine_learning
2026-04-01 11:51:00,203.0.113.31,172.16.0.23,23,TCP,1587.0,0.314,28,attack,3405803807,2886729751,0,1,0,-0.44157387039806567,4.875189555311503,-1.2278473236501115,2.2983859061242393,3.31952268165861,-0.7812241345079128,11,51,1,8,7,6,2,0.59862,257,5038.095238095238,-0.11755957156184382,-1,True,machine_learning
2026-04-01 11:52:00,10.0.1.51,172.16.0.29,443,ICMP,45.0,2.573,0,normal,167772467,2886729757,1,0,0,-0.2435136816564985,-0.24354417227298672,-0.7017749232232686,-0.2889291708050942,-0.30124802321112853,-0.519536731642273,11,52,1,6,6,2,4,6.634999999999999,0,17.482517482517483,-0.00013214169546094112,-1,True,machine_learning
2026-04-01 12:10:00,203.0.113.32,172.16.0.68,21,TCP,1282.0,0.93,17,attack,3405803808,2886729796,0,1,0,-0.4425170141539779,3.8627292525143115,-1.0843942033920615,1.2819406973305725,3.319522682776811,1.181431386984386,12,10,1,11,10,5,4,0.6670872727272728,320,1377.0139634801287,-0.12303258774266757,-1,True,machine_learning
2026-04-01 12:20:00,203.0.113.26,172.16.0.18,3389,UDP,745.0,0.209,53,attack,3405803802,2886729746,0,0,1,1.145737070802208,2.0801352111959774,-1.2522995600577338,4.608488653382572,3.3195226760676038,-0.9992969702292793,12,20,1,12,12,5,4,0.4252466666666666,451,3547.6190476190477,-0.1525992704153898,-1,True,machine_learning
2026-04-01 12:22:00,10.0.1.12,172.16.0.72,3306,UDP,23.0,9.08,0,normal,167772428,2886729800,0,0,1,1.1065966049318507,-0.3165740957534399,0.8135650987233749,-0.2889291708050942,-0.30124806682097743,1.355889655561479,12,22,1,10,10,6,1,5.2291,1,2.5327607091729987,-0.02560869234731833,-1,True,machine_learning
2026-04-01 12:29:00,10.0.0.68,172.16.0.33,80,ICMP,39.0,3.552,0,normal,167772228,2886729761,1,0,0,-0.41469427335456727,-0.26346142413129214,-0.47378692852743887,-0.2889291708050942,-0.30124829046122825,-0.34507846306517975,12,29,1,3,2,1,3,5.080333333333333,1,10.976639459611595,-0.002797281792487616,-1,True,machine_learning
2026-04-01 12:35:00,203.0.113.18,172.16.0.16,6667,TCP,1623.1199999999972,0.17298,18,attack,3405803794,2886729744,0,1,0,2.691549686742344,4.995091411498493,-1.260687841537758,1.374344807220906,3.3195226671219937,-1.086526104517826,12,35,1,10,9,7,2,0.700096,292,9329.34820094262,-0.1428554946336975,-1,True,machine_learning
2026-04-01 12:50:00,10.0.1.20,172.16.0.15,8080,UDP,36.0,7.133,0,normal,167772436,2886729743,0,0,1,3.3578807502943304,-0.27342005006044484,0.3601507721934663,-0.2889291708050942,-0.3012480578753674,-1.1301406716620992,12,50,1,11,11,3,2,7.222090909090909,1,5.046257359125315,-0.008843543225428019,-1,True,machine_learning
2026-04-01 13:00:00,10.0.1.114,172.16.0.8,443,ICMP,28.0,2.587,0,normal,167772530,2886729736,1,0,0,-0.2435136816564985,-0.2999763858715187,-0.6985146250355856,-0.2889291708050942,-0.30124795276444954,-1.4354426416720123,13,0,1,4,4,3,2,4.265,2,10.819165378670787,-0.02428701484171103,-1,True,machine_learning
2026-04-01 13:01:00,10.0.1.13,172.16.0.61,22,ICMP,39.0,14.042,0,normal,167772429,2886729789,1,0,0,-0.44204544227602177,-0.26346142413129214,1.969107927815006,-0.2889291708050942,-0.3012480657027762,0.8761294169744728,13,1,1,8,8,6,1,6.22075,1,2.7771843623157446,-0.020525320957036186,-1,True,machine_learning
2026-04-01 13:05:00,203.0.113.18,172.16.0.38,25,UDP,1277.0,1.125,38,attack,3405803794,2886729766,0,0,1,-0.4406307266421534,3.8461315426323903,-1.0389829072064773,3.2224270050275723,3.3195226671219937,-0.12700562734381327,13,5,1,10,9,7,1,0.700096,292,1134.1030195381884,-0.13540299117960486,-1,True,machine_learning
2026-04-01 13:11:00,10.0.0.192,172.16.0.38,443,UDP,31.0,6.084,0,normal,167772352,2886729766,0,0,1,-0.2435136816564985,-0.290017759942366,0.11586128655922173,-0.2889291708050942,-0.3012481518042728,-0.12700562734381327,13,11,1,11,10,4,5,7.159909090909091,4,5.094494658997535,-0.001746129045958389,-1,True,machine_learning
2026-04-01 13:12:00,203.0.113.14,172.16.0.20,5900,TCP,820.0,0.17298,20,attack,3405803790,2886729748,0,1,0,2.3298540563500056,2.3291008594247953,-1.260687841537758,1.5591530270015725,3.3195226626491885,-0.9120678359407327,13,12,1,8,8,5,1,0.53687,309,4713.18542361191,-0.11983278183869606,-1,True,machine_learning
2026-04-01 13:13:00,203.0.113.28,172.16.0.24,5900,TCP,418.0,0.515,23,attack,3405803804,2886729752,0,1,0,2.3298540563500056,0.9946449849183329,-1.1810387568126635,1.8363653566725724,3.3195226783040064,-0.7376095673636395,13,13,1,13,12,7,3,0.664076923076923,422,810.077519379845,-0.1465364045791271,-1,True,machine_learning
2026-04-01 13:15:00,10.0.0.125,172.16.0.64,8080,TCP,30.0,11.626,2,normal,167772285,2886729792,0,1,0,3.3578807502943304,-0.29333730191875024,1.4064736119977184,-0.10412095102442759,-0.3012482267237568,1.0069731184072928,13,15,1,7,6,5,1,5.821857142857143,4,2.580201255697945,-0.05189350375126767,-1,True,machine_learning
2026-04-01 13:23:00,203.0.113.31,172.16.0.23,23,TCP,589.0,0.761,22,attack,3405803807,2886729751,0,1,0,-0.44157387039806567,1.562286662880037,-1.1237506600862344,1.7439612467822392,3.31952268165861,-0.7812241345079128,13,23,1,8,7,6,2,0.59862,257,772.9658792650919,-0.10879619135409024,-1,True,machine_learning
2026-04-01 13:31:00,203.0.113.17,172.16.0.33,21,TCP,1367.0,1.038,28,attack,3405803793,2886729761,0,1,0,-0.4425170141539779,4.144890320506971,-1.059243331658507,2.2983859061242393,3.319522666003792,-0.34507846306517975,13,31,1,8,8,5,4,0.702875,245,1315.6881616939365,-0.09851355746229529,-1,True,machine_learning
2026-04-01 13:44:00,203.0.113.18,172.16.0.36,5900,TCP,1623.1199999999972,0.17298,29,attack,3405803794,2886729764,0,1,0,2.3298540563500056,4.995091411498493,-1.260687841537758,2.3907900160145723,3.3195226671219937,-0.21423476163235985,13,44,1,10,9,7,1,0.700096,292,9329.34820094262,-0.1377601153531185,-1,True,machine_learning
2026-04-01 13:47:00,203.0.113.13,172.16.0.18,3389,TCP,990.0,1.122,12,attack,3405803789,2886729746,0,1,0,1.145737070802208,2.893422995410115,-1.0396815425324095,0.8199201478789058,3.3195226615309874,-0.9992969702292793,13,47,1,10,10,5,2,0.9763999999999999,306,881.5672306322351,-0.12517104052438033,-1,True,machine_learning
2026-04-01 13:49:00,10.0.0.14,172.16.0.74,80,UDP,35.0,0.728,1,normal,167772174,2886729802,0,0,1,-0.41469427335456727,-0.2767395920368291,-1.131435648671487,-0.1965250609147609,-0.30124835084409596,1.4431187898500257,13,49,1,7,7,3,2,5.939285714285715,4,48.010973936899866,-0.027290170528821323,-1,True,machine_learning
2026-04-01 13:58:00,203.0.113.21,172.16.0.69,6667,TCP,678.0,0.17298,8,attack,3405803797,2886729797,0,1,0,2.691549686742344,1.8577258987782337,-1.260687841537758,0.45030370831757244,3.3195226704765974,1.2250459541286591,13,58,1,8,8,5,2,0.5983700000000001,281,3896.999655132774,-0.14604794415636346,-1,True,machine_learning
2026-04-01 14:10:00,10.0.1.157,172.16.0.14,22,ICMP,33.0,15.571,0,normal,167772573,2886729742,1,0,0,-0.44204544227602177,-0.28337867598959754,2.3251790655983804,-0.2889291708050942,-0.30124790468179563,-1.1737552388063726,14,10,1,7,7,5,2,5.255714285714285,2,2.119188286668379,-0.022546501514628337,-1,True,machine_learning
2026-04-01 14:15:00,203.0.113.27,172.16.0.36,5900,UDP,1167.0,1.13,56,attack,3405803803,2886729764,0,0,1,2.3298540563500056,3.4809819252301244,-1.0378185149965906,4.885700983053572,3.319522677185805,-0.21423476163235985,14,15,1,4,4,4,1,0.79475,203,1031.8302387267906,-0.12948881475724716,-1,True,machine_learning
2026-04-01 14:29:00,203.0.113.23,172.16.0.11,4444,TCP,920.0,0.583,14,attack,3405803799,2886729739,0,1,0,1.6432454020459064,2.6610550570632188,-1.1652030227582033,1.0047283676595724,3.319522672713,-1.3045989402391924,14,29,1,8,8,4,1,0.783875,286,1575.3424657534247,-0.10970221925857637,-1,True,machine_learning
2026-04-01 14:30:00,203.0.113.29,172.16.0.79,25,TCP,1217.0,0.17298,50,attack,3405803805,2886729807,0,1,0,-0.4406307266421534,3.646959024049336,-1.260687841537758,4.331276323711572,3.3195226794222075,1.6611916255713923,14,30,1,11,11,7,1,0.38517454545454544,432,6995.05690309231,-0.13947687681751764,-1,True,machine_learning
2026-04-01 14:42:00,10.0.0.190,172.16.0.77,3306,UDP,47.0,8.672,0,normal,167772350,2886729805,0,0,1,1.1065966049318507,-0.23690508832021825,0.7185506943966145,-0.2889291708050942,-0.3012481540406753,1.5739624912828456,14,42,1,13,11,5,1,5.642846153846154,2,5.419116799262078,-0.03252576097927551,-1,True,machine_learning
2026-04-01 14:43:00,203.0.113.29,172.16.0.74,6667,ICMP,834.0,0.17298,56,attack,3405803805,2886729802,1,0,0,2.691549686742344,2.3755744470941744,-1.260687841537758,4.885700983053572,3.3195226794222075,1.4431187898500257,14,43,1,11,11,7,1,0.38517454545454544,432,4793.65444303943,-0.18718259589035247,-1,True,machine_learning
2026-04-01 14:53:00,10.0.1.157,172.16.0.16,22,UDP,27.0,0.426,2,normal,167772573,2886729744,0,0,1,-0.44204544227602177,-0.30329592784790294,-1.201764938148648,-0.10412095102442759,-0.30124790468179563,-1.086526104517826,14,53,1,7,7,5,2,5.255714285714285,2,63.23185011709602,-0.055663133594116676,-1,True,machine_learning
2026-04-01 15:03:00,10.0.1.117,172.16.0.79,3306,UDP,43.0,2.971,0,normal,167772533,2886729807,0,0,1,1.1065966049318507,-0.2501832562257552,-0.6090893033162816,-0.2889291708050942,-0.3012479494098458,1.6611916255713923,15,3,1,3,3,3,1,2.9926666666666666,0,14.468371467025571,-0.011727342398429985,-1,True,machine_learning
2026-04-01 15:10:00,10.0.1.69,172.16.0.7,443,ICMP,26.0,5.787,1,normal,167772485,2886729735,1,0,0,-0.2435136816564985,-0.30661546982428717,0.046696389291947624,-0.1965250609147609,-0.30124800308350597,-1.4790572088162857,15,10,1,7,6,3,3,5.422142857142857,1,4.492052522460263,-0.017791126642154542,-1,True,machine_learning
2026-04-01 15:16:00,203.0.113.18,172.16.0.50,3389,UDP,1522.0,1.179,30,attack,3405803794,2886729778,0,0,1,1.145737070802208,4.659419326846528,-1.0264074713397002,2.4831941259049057,3.3195226671219937,0.3963691783874664,15,16,1,10,9,7,1,0.700096,292,1289.8305084745764,-0.14205962648312165,-1,True,machine_learning
2026-04-01 15:17:00,203.0.113.22,172.16.0.71,23,UDP,1623.1199999999972,0.415,38,attack,3405803798,2886729799,0,0,1,-0.44157387039806567,4.995091411498493,-1.2043266010103988,3.2224270050275723,3.3195226715947985,1.3122750884172059,15,17,1,9,7,6,2,0.6967777777777777,398,3901.7307692307627,-0.13972089042085778,-1,True,machine_learning
2026-04-01 15:44:00,203.0.113.30,172.16.0.74,3389,TCP,1368.0,0.305,38,attack,3405803806,2886729802,0,1,0,1.145737070802208,4.148209862483355,-1.2299432296279078,3.2224270050275723,3.3195226805404086,1.4431187898500257,15,44,1,9,8,7,2,0.589,280,4470.588235294118,-0.13924101116803522,-1,True,machine_learning
2026-04-01 15:57:00,203.0.113.11,172.16.0.4,25,TCP,896.0,0.86,49,attack,3405803787,2886729732,0,1,0,-0.4406307266421534,2.5813860496299967,-1.1006956943304762,4.238872213821239,3.319522659294585,-1.6099009102491055,15,57,1,6,5,6,1,0.6531666666666667,244,1040.6504065040651,-0.12896467668019795,-1,True,machine_learning
2026-04-01 16:13:00,10.0.0.200,172.16.0.71,80,ICMP,31.0,8.978,0,normal,167772360,2886729799,1,0,0,-0.41469427335456727,-0.290017759942366,0.7898114976416847,-0.2889291708050942,-0.3012481428586627,1.3122750884172059,16,13,1,7,7,3,5,8.327714285714285,0,3.452500278427442,-0.008271663106258598,-1,True,machine_learning
2026-04-01 16:15:00,10.0.0.96,172.16.0.19,80,TCP,37.0,0.285,0,normal,167772256,2886729747,0,1,0,-0.41469427335456727,-0.2701005080840606,-1.2346007984674547,-0.2889291708050942,-0.30124825915159315,-0.9556824030850061,16,15,1,2,2,1,2,1.1555,0,129.3706293706294,-0.02730893185253591,-1,True,machine_learning
2026-04-01 16:26:00,10.0.1.5,172.16.0.28,443,TCP,37.0,0.957,2,normal,167772421,2886729756,0,1,0,-0.2435136816564985,-0.2701005080840606,-1.0781064854586728,-0.10412095102442759,-0.3012480746483862,-0.5631512987865464,16,26,1,7,7,4,3,5.245,4,38.62212943632568,-0.00882470697787352,-1,True,machine_learning
2026-04-01 16:29:00,203.0.113.32,172.16.0.58,21,TCP,1352.0,1.019,14,attack,3405803808,2886729786,0,1,0,-0.4425170141539779,4.095097190861208,-1.0636680220560768,1.0047283676595724,3.319522682776811,0.7452857155416528,16,29,1,11,10,5,4,0.6670872727272728,320,1325.4901960784316,-0.12054795462066159,-1,True,machine_learning
2026-04-01 16:38:00,10.0.1.149,172.16.0.11,80,UDP,32.0,2.344,1,normal,167772565,2886729739,0,0,1,-0.41469427335456727,-0.28669821796598177,-0.7551040864360827,-0.1965250609147609,-0.30124791362740566,-1.3045989402391924,16,38,1,9,9,4,3,6.340333333333334,3,13.646055437100214,-0.0010228311797848555,-1,True,machine_learning
2026-04-01 16:45:00,203.0.113.28,172.16.0.72,6667,TCP,763.0,0.347,40,attack,3405803804,2886729800,0,1,0,2.691549686742344,2.1398869667708937,-1.220162335064859,3.4072352248082387,3.3195226783040064,1.355889655561479,16,45,1,13,12,7,1,0.664076923076923,422,2192.528735632184,-0.162093019267747,-1,True,machine_learning
2026-04-01 16:55:00,203.0.113.20,172.16.0.78,23,TCP,808.0,0.321,55,attack,3405803796,2886729806,0,1,0,-0.44157387039806567,2.2892663557081843,-1.2262171745562702,4.793296873163239,3.3195226693583963,1.617577058427119,16,55,1,6,6,5,2,0.5741666666666667,236,2509.3167701863354,-0.1245399747211029,-1,True,machine_learning
2026-04-01 16:59:00,10.0.0.50,172.16.0.74,443,UDP,30.0,4.965,1,normal,167772210,2886729802,0,0,1,-0.2435136816564985,-0.29333730191875024,-0.1447296900134375,-0.1965250609147609,-0.3012483105888508,1.4431187898500257,16,59,1,4,4,4,1,8.949,2,6.041079339508658,-0.006685936974239914,-1,True,machine_learning
2026-04-01 17:00:00,10.0.0.25,172.16.0.67,80,ICMP,32.0,12.698,0,normal,167772185,2886729795,1,0,0,-0.41469427335456727,-0.28669821796598177,1.6561193017974423,-0.2889291708050942,-0.30124833854388217,1.1378168198401126,17,0,1,7,7,3,5,6.041142857142857,0,2.5198834553901883,-0.02686037410873865,-1,True,machine_learning
2026-04-01 17:02:00,10.0.1.110,172.16.0.67,53,TCP,40.0,16.418,1,normal,167772526,2886729795,0,1,0,-0.42742671405938226,-0.2601418821549079,2.5224271059531995,-0.1965250609147609,-0.30124795723725456,1.1378168198401126,17,2,1,2,2,2,1,9.575,1,2.4362019611425785,-0.017253978213466747,-1,True,machine_learning
